f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99
4.268479268219338	-5.79787913124601	7.294007539053096	2.422346829664543	2.6286992024120113	-3.30484531941791	0.42969007686904753	0.4918844630768312	-1.654724417053959	4.651457849250594	3.3410099333525967	3.859300253090148	-7.0580233768980225	0.6059459620611767	-4.008566891037049	8.24295371489392	-6.99858636028931	-0.1510965334080915	-6.6291960527093226	8.652971004648574	-2.4533726314268978	-4.344651411262743	4.193280926313321	-7.084001064152079	-2.8515916345177845	2.676159216511853	-7.498232162238409	-1.2520053391966957	-0.9731203886890089	4.101064189777209	-2.608447436202372	6.172495405292024	6.435554601752563	3.4895068875302564	2.115630155453725	-0.5180372198955472	0.48606637080619425	-2.779261683339592	-2.756284173807605	3.515771762341099	7.206337721479294	8.283530848583139	-8.16281948769408	-2.6297114960665158	-2.1950669089628128	-9.107381591650162	6.685634121030572	-5.089447676383828	-1.1657402864559363	-9.89432522383706	-6.949372530886888	-8.022223910340976	4.386129280241021	4.623353196397874	-3.114706888616659	-5.864304836771946	-7.952619010077361	-7.513062262772476	-5.34751044489297	-4.078363900132571	7.29972358023532	-5.370852511743908	1.7466972647230394	5.405465760124358	-3.467352492780042	7.071016420329363	-8.700029079455051	4.439196088510557	2.2293024944736937	-3.25831597953264	-8.369439430126828	6.388331814206041	9.022857374105765	8.698059476699328	5.508231003001672	8.0701253619724	9.322319794538673	5.427597455813774	-6.24186731248356	-8.515844178328761	9.72822008511775	9.709754881754659	-6.765274798926683	-2.2338984276476097	-8.809931517068787	3.7962071999326406	4.496513446500402	-7.20418705987099	-4.083976529812223	7.304120220741544	-0.8865358540537565	7.342300534400079	-4.785624568436847	-5.511871986885714	-0.37174118954116503	6.465793701085407	1.6499692783999491	7.509370212893554	-2.6013498211023705	-8.850558576102165	-0.0002189394412519676
